id,date,date_unixtime,edited,edited_unixtime,text_bold,text_plain,text_hashtag,text_string
22919,2022-08-25 22:07:39,1661454459,,,🟢 22:07 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22920,2022-08-26 00:52:27,1661464347,2022-12-18 14:46:33,1671367593,🔴 00:52 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22921,2022-08-26 00:52:55,1661464375,,,🔴 00:52 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22922,2022-08-26 01:32:50,1661466770,,,🟢 01:32 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22923,2022-08-26 01:33:02,1661466782,,,🟢 01:33 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22924,2022-08-26 02:00:13,1661468413,,,🔴 02:00 Повітряна тривога в Харківська область,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22925,2022-08-26 02:22:19,1661469739,,,🔴 02:22 Повітряна тривога в м. Київ,,#м_Київ,Слідкуйте за подальшими повідомленнями.
22926,2022-08-26 02:23:10,1661469790,,,🔴 02:23 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22927,2022-08-26 02:23:42,1661469822,,,🔴 02:23 Повітряна тривога в Черкаська область,,#Черкаська_область,Слідкуйте за подальшими повідомленнями.
22928,2022-08-26 02:23:44,1661469824,,,🔴 02:23 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22929,2022-08-26 02:24:05,1661469845,,,🔴 02:24 Повітряна тривога в Полтавська область,,#Полтавська_область,Слідкуйте за подальшими повідомленнями.
22930,2022-08-26 02:24:59,1661469899,,,🔴 02:24 Повітряна тривога в Київська область,,#Київська_область,Слідкуйте за подальшими повідомленнями.
22931,2022-08-26 02:24:59,1661469899,,,🔴 02:24 Повітряна тривога в Вінницька область,,#Вінницька_область,Слідкуйте за подальшими повідомленнями.
